name,label,total_mean,total_se,water_mean,water_se,phosphate_mean,phosphate_se,choline_mean,choline_se,chains_mean,chains_se
sca,ALA,3.067711121467663,0.16466213535754823,3.7343855622494324,0.22602930419140124,7.075219549446352,1.1277035521907444,5.46249291998231,0.6506704016866182,5.4271822241391545,1.8355188906073496
scv,VAL,4.824819527170779,0.040365126349654924,6.129525783972521,0.05485795928675787,14.972494449394032,0.18017305035869885,10.756547366558658,0.06021946548293955,9.83346974540953,2.554815586617557
scl,LEU,5.303200544293223,0.06768533988977926,6.763450312722411,0.09147980705500298,19.71108565610284,0.6803931343799664,15.93322210604016,0.21571857812902104,9.60279651808657,0.11237998127775721
sci,ILE,5.495530431286347,0.03676631098806799,7.031623166128331,0.046180767973479246,20.192185312460225,0.10714563011414624,15.484280974822568,0.35331418232196005,9.327425526709131,0.1822442091787423
scc,CYS,4.0267454901418205,0.16879872723307035,5.524926674604302,0.2501899472104962,2.6788567872951243,0.2394310236872839,2.468231767446263,0.004889558469915853,6.560257305993161,1.1013267930201986
scm,MET,5.6977267133691925,0.15349944137776247,7.67673000905464,0.2174350164056198,12.087593511801225,0.9224411191615404,8.963150755694327,0.43302581824388386,9.6235012649823,0.9108927081529141
scs,SER,1.6066687299842048,0.2833782539254661,3.018261463819222,0.3393843969685867,2.6791396207203753,0.4304324482165036,0.9721077805767969,0.298702341449514,1.6650720032004884,1.0317727680698905
sct,THR,2.706006597218417,0.09992533303968133,4.494402332310945,0.15639184034848544,4.686792285112257,0.7328016087438363,2.690431575825985,0.5604294464775401,4.83172768032735,1.1905599566129104
scn,ASN,1.6839236491283964,0.10268791649547404,3.3256275788442586,0.11276021836144835,1.304852007410236,0.36349137924389857,0.3747020563164063,0.19850383412506353,3.7251537227397784,2.0166461147826147
scq,GLN,3.3689808145518487,0.209559276795211,5.680880585751442,0.25993830395485584,6.291187047323965,0.6619967581893116,4.039265888815951,0.7883991525539559,4.4646451943747065,1.4951094915013143
scf,PHE,6.241382503922371,0.012318542747040147,8.35767166745643,0.02285204338618346,14.559557648522903,0.6447849535099944,10.59424262674674,0.32387220697719216,10.89839535845423,1.1020853667020525
scy,TYR,8.617456766689598,0.13590579369203148,11.75144455479994,0.195142294006625,9.958823044818546,1.1207394552851062,9.947997625940266,0.6661846887741347,8.388939605829135,0.7092280871023504
scw,TRP,9.8078712470585,0.06782820444189566,13.252797662379868,0.1007305289350373,14.12772118828358,0.519040080738773,13.088884171136561,0.05764652375758888,8.835824281688993,0.4245625996466658
scp,PRO,8.023626380510704,0.16769048849888749,12.01831309424233,0.22628306333389842,19.91621744051261,1.1343228447787188,14.626534646523405,0.3336240062319013,9.295349846462237,2.8054934743411692
glyd,GLYD,3.24593847369513,0.2849146262454527,6.21927288694257,0.3145517974083982,3.9158287726443533,1.65451570650762,1.7952403301667454,0.8082104090642092,1.785924675893334,0.9996546345537578
sche,HSE,1.9904796727427925,0.09278976410875768,4.229212063743301,0.11451335499565753,1.3740047798848878,0.5501112302428327,0.5987501029184003,0.19809088246747145,2.537224030582637,1.1604124136600602
schd,HSD,2.2595498049897595,0.13529132488812273,4.562147175201919,0.18428984532378995,2.403377031097536,0.6862270569645195,0.5982485028140679,0.19742973960534396,2.702838533658495,2.3083789783081623
scdn,ASP0,4.932091085407701,0.24051634242239428,7.511467197263422,0.33543645575234443,11.262534739688872,1.1584921445743526,8.722001938881386,0.799845586211011,7.491413362990431,2.0152432412595402
scen,GLU0,7.941080913776787,0.433312733216782,11.686098569506262,0.5780809371396713,19.23995251092108,1.7993838588315598,15.085069444601347,1.0256890163140207,6.65805545113723,0.36161956602687745
sckn,LYS0,10.076954057503663,0.12096686425236683,15.106645503004287,0.18204570591557548,23.05938178999801,1.1596839155212098,16.66578510071753,0.6740929447869051,8.822015730744267,0.3607452780201986
scrn,ARG0,10.868190554356012,0.3233353865757786,13.852565936802817,0.4447635176431797,30.087516742728663,1.9576391611186634,21.034503282066673,1.2729062460797818,10.504226596554382,0.393326185420338
schp,HSP+,2.2137763559395283,0.2383812091651544,4.888479038527449,0.25673904099717826,2.473378303847949,0.8590305798401303,3.5938449961684094,1.3551188580867466,3.8478822533197907,1.9933413309079488
scd,ASP-,2.2381750645936034,0.0853352964074615,3.042710617021317,0.14070124972593542,4.660054751076932,1.114828827047126,5.533537118543291,0.48239722438351296,1.849090726927398,0.8752061271051943
sce,GLU-,2.399691122157114,0.17734912293574795,3.7164507298615326,0.24087389384504854,5.1959191698565235,1.24691281513029,5.762793220282614,0.9498526521743574,6.207366875293862,1.306491353558997
sccm,CYS-,1.6715792163821626,0.19709739856883252,2.721354373186031,0.24348329374488784,4.8984302520427425,1.495033248542414,6.210048794392854,0.5363275643681554,3.9100627906795924,1.9884460945789117
scym,TYR-,3.3251798228118723,0.24187455539788846,5.548044777099039,0.32911789297041644,1.898596918119268,0.16114215533157317,2.5453155023985983,1.2447159954710267,1.538481288255647,1.0423989860753804
sck,LYS+,4.794887694359061,0.07652792286785141,7.876806398161491,0.10104963123130381,7.444166629031578,0.5376080226745871,5.756909586626385,0.6299684727818778,6.2185872742221555,1.198976646415836
scr,ARG+,7.753072137947,0.025183846198195445,10.894879781728994,0.0347598343213881,21.112374737865878,0.5787933108896532,3.738961069595797,0.19069278032669604,6.875044508957006,2.113542865808351
